gene,pval,logFC,pct_good,pct_bad,padj,cluster,sig
LINC00152,4.12845572392627e-05,-1.06469741179206,0.326,0.714,1,15,FALSE
NTRK2,4.21300105463637e-05,-2.17552147382342,0.093,0.462,1,15,FALSE
CRABP2,4.57107467319603e-05,-1.31567810306498,0.279,0.692,1,15,FALSE
SOX9,4.69630889371705e-05,-2.21646533670333,0.116,0.484,1,15,FALSE
KRT4,4.90668963109526e-05,-3.52840852901226,0.209,0.582,1,15,FALSE
RAB11FIP1,5.01063588370809e-05,-2.05078566520359,0.233,0.582,1,15,FALSE
BIRC3,6.52028977883124e-05,2.72948692457593,0.419,0.143,1,15,FALSE
C1orf116,8.92534403311046e-05,-1.36217099580357,0.256,0.648,1,15,FALSE
GALNT5,9.73861890880922e-05,-1.50788979177885,0.302,0.637,1,15,FALSE
FSCN1,0.000106353857945868,-1.86507106565583,0.14,0.495,1,15,FALSE
TOMM40,0.000107663056183699,-1.08851342437823,0.442,0.769,1,15,FALSE
PNO1,0.000111094915601624,-1.4433642314433,0.186,0.571,1,15,FALSE
FAM83H,0.000129965012791782,-0.988973548986976,0.233,0.67,1,15,FALSE
ISG20,0.000150154029424057,-0.509879453963141,0.233,0.626,1,15,FALSE
NRP2,0.000157185070365833,-2.45994337511285,0.093,0.407,1,15,FALSE
BRI3,0.000194168243854786,1.58150863494528,0.651,0.527,1,15,FALSE
COL17A1,0.000202814888679832,-1.73957300653883,0.116,0.451,1,15,FALSE
MALL,0.000203111287321832,-1.28454877366515,0.372,0.681,1,15,FALSE
KRT23,0.000206659547576292,-1.42078086495223,0.047,0.374,1,15,FALSE
CLDN1,0.000324532739897431,-0.983043741544254,0.674,0.934,1,15,FALSE
AREG,0.000452238764134838,-2.38636873245598,0.279,0.56,1,15,FALSE
SDCBP2,0.000518246189146812,-1.81193157095515,0.047,0.33,1,15,FALSE
ODC1,0.000531751115717897,-1.16938990184879,0.395,0.703,1,15,FALSE
CYP26A1,0.00061910314552865,2.35486899383765,0.465,0.231,1,15,FALSE
TTC9,0.000630663491121959,-1.82135618732115,0.07,0.352,1,15,FALSE
FST,0.000762158693077751,-2.7220742679473,0.302,0.56,1,15,FALSE
PDLIM4,0.000790573194022675,-0.899420433435394,0.395,0.648,1,15,FALSE
NKX2-1,0.00247498932151754,1.65228498664379,0.512,0.33,1,15,FALSE
RHOD,0.00250317829673094,-0.81214836335904,0.372,0.659,1,15,FALSE
SPRR3,0.00262536246738859,-5.09137086670162,0,0.187,1,15,FALSE
CDC42EP5,0.00332300595964916,1.82715443571199,0.465,0.275,1,15,FALSE
IL1R2,0.00384421121978156,-2.17925281508699,0.233,0.462,1,15,FALSE
CAV1,0.0039141568525347,-1.40302629149709,0.395,0.593,1,15,FALSE
C15orf48,0.00532289116729122,-3.3017037406198,0.093,0.297,1,15,FALSE
GNL2,0.00645957133247061,-0.807354134090379,0.209,0.495,1,15,FALSE
RRP9,0.00949471552621168,-1.09140771151834,0.163,0.396,1,15,FALSE
LAMC2,0.0119983144074439,-1.22270936483994,0.256,0.484,1,15,FALSE
UNC5B-AS1,0.0249133305644097,-0.510488556674369,0.419,0.67,1,15,FALSE
LYZ,0.0463815568088114,1.52082950550377,0.163,0.055,1,15,FALSE
FCGBP,0.0607371334545486,3.10505616605753,0.07,0.011,1,15,FALSE
IGFBP3,0.0806224586057401,-0.760291929782771,0.698,0.813,1,15,FALSE
CRB3,0.11301776045966,-0.54480111964699,0.302,0.44,1,15,FALSE
KRT17,0.198136176251711,-0.568953186612135,0.953,0.978,1,15,FALSE
ITGB8,0.239153877482758,-0.306124894458573,0.302,0.44,1,15,FALSE
MT2A,0.260665367952968,0.120407296945128,0.977,0.978,1,15,FALSE
LIG4,0.347036288023231,0.239849680844905,0.07,0.132,1,15,FALSE
LAMB3,0.420493977508331,-0.109735189300378,0.581,0.714,1,15,FALSE
PHLDA1,0.518621878918156,-0.31369040902055,0.419,0.462,1,15,FALSE
ADH7,0.653320410989232,-0.107673638810191,0.744,0.868,1,15,FALSE
VIM,3.51975363098188e-05,2.00363837744519,0.914,0.6,1,17,FALSE
LINC00152,4.31933419155108e-05,-1.73659762797155,0.103,0.6,1,17,FALSE
PTGDS,4.58571426611284e-05,3.18873718240517,0.707,0.133,1,17,FALSE
JUN,4.87016985799973e-05,1.60202940022224,1,0.8,1,17,FALSE
ANXA1,4.87278547500692e-05,-1.87877663236465,0.983,1,1,17,FALSE
DSG3,5.9326661772259e-05,-3.64404829167336,0.034,0.4,1,17,FALSE
SPRR1B,6.38654827055891e-05,-6.47400518814299,0,0.267,1,17,FALSE
NR4A1,7.96423426481958e-05,1.82461160591455,0.948,0.467,1,17,FALSE
CYR61,8.36106169002602e-05,2.2411959438865,0.897,0.6,1,17,FALSE
S100A10,0.000111213414551118,-2.00788379456523,0.914,0.933,1,17,FALSE
TSC22D1,0.000168843762057464,1.59802948286679,0.966,0.867,1,17,FALSE
NR4A2,0.0002048929658975,1.66751224460723,0.845,0.667,1,17,FALSE
GJB3,0.000242531104702913,-2.92259216013624,0.086,0.467,1,17,FALSE
BIK,0.000252240923392441,-1.67194556707942,0.414,0.867,1,17,FALSE
KRT23,0.000286500982766053,-2.52216627812229,0.31,0.667,1,17,FALSE
BTG2,0.000388385394318141,2.01455674360845,0.828,0.6,1,17,FALSE
TNFRSF12A,0.000438528551573333,-2.1313289968252,0.276,0.667,1,17,FALSE
MGP,0.00045567176242516,2.2546275801945,0.776,0.6,1,17,FALSE
EMP1,0.000461083096347818,-4.3677442174765,0.31,0.667,1,17,FALSE
TXN,0.000461970218992328,-1.42893846075687,1,1,1,17,FALSE
MAP2K3,0.000481036245804853,-1.86408930644476,0.397,0.8,1,17,FALSE
GNG11,0.000633696721352258,2.26121262193127,0.655,0.267,1,17,FALSE
JCHAIN,0.000821602502757326,1.95247750898705,0.655,0.2,1,17,FALSE
TACSTD2,0.000930450488004242,-1.81093180449049,0.983,1,1,17,FALSE
SERPINB13,0.00130137129489608,-1.98189443946303,0.138,0.533,1,17,FALSE
DUSP1,0.00136043291659139,1.26489764709471,0.966,0.667,1,17,FALSE
TM4SF1,0.00136117892014624,-3.06458294058257,0.483,0.8,1,17,FALSE
ALOX15,0.00149173582415706,-0.695780039188339,0.862,1,1,17,FALSE
DCN,0.0015240546221913,1.97777281880218,0.672,0.267,1,17,FALSE
KRT8,0.0015745793730312,-0.893951840523524,0.983,1,1,17,FALSE
SFN,0.00163922323161513,-2.28179045180832,0.517,0.867,1,17,FALSE
MSMB,0.00172585767077446,2.04938494756052,1,0.667,1,17,FALSE
ST14,0.0019318319253893,-1.54121469784562,0.586,0.933,1,17,FALSE
IGHG1,0.00193960774433684,2.70982187691163,0.5,0.067,1,17,FALSE
CTGF,0.00247803684947868,1.49334895007769,0.966,0.6,1,17,FALSE
GALNT5,0.00256123301775039,-1.59965296365018,0.224,0.667,1,17,FALSE
ITGB8,0.00267310514205321,-1.64040964511333,0.483,0.867,1,17,FALSE
LGALS1,0.00306474893184855,1.77443457149497,0.724,0.4,1,17,FALSE
IER2,0.00306826357626426,1.19241703043719,0.914,0.6,1,17,FALSE
MISP,0.00316578880463206,-1.77977794813993,0.345,0.733,1,17,FALSE
CEBPD,0.0033520340568288,1.42869878896998,0.879,0.733,1,17,FALSE
SPARCL1,0.00338577667258985,1.64479636532641,0.69,0.333,1,17,FALSE
HMGA1,0.00349655820841762,-1.58695756580222,0.431,0.733,1,17,FALSE
NOP16,0.00356929637652813,-2.27042477363009,0.155,0.467,1,17,FALSE
DUSP6,0.00375763841038852,2.42857032634345,0.655,0.4,1,17,FALSE
CDC42EP5,0.00380170151694575,2.20467355327778,0.603,0.267,1,17,FALSE
GNA15,0.0040383035738077,-1.72019010304955,0.241,0.6,1,17,FALSE
ATF3,0.00484996432614835,1.3505759239488,0.776,0.6,1,17,FALSE
LRRC8A,0.00539753816961431,-1.82642603860989,0.276,0.667,1,17,FALSE
PHLDA2,0.00549178004152853,-2.15885143548265,0.414,0.733,1,17,FALSE
GEM,0.0056681154378433,2.81179126110624,0.379,0,1,17,FALSE
FOSL1,0.00592493362365257,-2.86504052236005,0.017,0.2,1,17,FALSE
RAB11FIP1,0.00633880216750653,-0.978027822151168,0.793,1,1,17,FALSE
BPIFB1,0.00638810338266462,1.55240991772716,0.966,0.467,1,17,FALSE
DKK1,0.00658185386879237,-2.69507064675102,0.017,0.2,1,17,FALSE
ZNF593,0.0069088058281665,-1.08202758854908,0.483,0.8,1,17,FALSE
ZFP36,0.00700786528240976,0.917222782928061,0.983,0.867,1,17,FALSE
EGR2,0.00873461735539314,2.63726402463398,0.414,0.067,1,17,FALSE
LYZ,0.0097358993541109,2.09476206906532,0.69,0.4,1,17,FALSE
NRP2,0.0102130752928953,-1.06217976980768,0.448,0.733,1,17,FALSE
UNC5B-AS1,0.0102775620832735,-1.79332593395821,0.31,0.667,1,17,FALSE
ADH1C,0.0103409147236093,0.985385095131797,0.862,0.8,1,17,FALSE
RASD1,0.0109863596734028,2.01521762025742,0.431,0.067,1,17,FALSE
NTRK2,0.0129442645923425,-1.95263668823593,0.052,0.267,1,17,FALSE
LRRC4,0.0136378892634861,-1.16754170217299,0.448,0.733,1,17,FALSE
LAD1,0.0138665504671362,-1.71013839419612,0.172,0.467,1,17,FALSE
HLA-DPA1,0.0139869649216146,0.528412040232802,0.621,0.267,1,17,FALSE
GADD45B,0.0146201896657748,1.29869507099005,0.793,0.6,1,17,FALSE
TFF3,0.0159655895780113,1.4046531017007,0.966,1,1,17,FALSE
ANXA2,0.0159664028740404,-0.522961227398556,1,1,1,17,FALSE
ID2,0.0162045498784413,1.19298459371539,0.672,0.333,1,17,FALSE
SERPINE2,0.0180770462481946,-1.66032496740908,0.086,0.333,1,17,FALSE
ITGA6,0.0195588913086813,-1.9867433494122,0.138,0.4,1,17,FALSE
S100A2,0.0197673251401704,-2.94392115168817,0.828,1,1,17,FALSE
SLC38A2,0.0212566158764336,0.804655751655845,0.897,0.733,1,17,FALSE
TUBA1C,0.02137976336396,-1.25205378741522,0.466,0.733,1,17,FALSE
ISLR,0.0242085594227183,1.86759053542146,0.276,0,1,17,FALSE
MIR4435-2HG,0.0244596404074829,-0.713933325325127,0.086,0.333,1,17,FALSE
SERPINB4,0.0250786742435684,-2.07129879081384,0.31,0.533,1,17,FALSE
KRT4,0.025562878500306,-3.24124567667746,0.224,0.467,1,17,FALSE
MUC5AC,0.0257291988300116,1.29110265389925,0.862,0.467,1,17,FALSE
HES1,0.0274197838897405,0.812595658183998,0.931,0.867,1,17,FALSE
KRT17,0.0274496162733972,0.225890934589876,0.966,0.867,1,17,FALSE
MALL,0.0288642104200431,-1.81952800354243,0.207,0.467,1,17,FALSE
HLA-DRA,0.031527563135298,0.450996313121279,0.966,0.933,1,17,FALSE
CTSV,0.0317921017204197,-3.19094822016222,0.121,0.333,1,17,FALSE
PNO1,0.0339090847972946,-1.36160639122878,0.259,0.533,1,17,FALSE
HLA-DPB1,0.0368132275525541,0.81596445272844,0.603,0.267,1,17,FALSE
SH3BGRL3,0.0372584899450312,-1.23150221553018,0.914,0.867,1,17,FALSE
CXCL1,0.0399065195267582,0.758865132136347,1,1,1,17,FALSE
TUBB6,0.0402762826387251,-1.93981442188084,0.103,0.333,1,17,FALSE
MACC1,0.0435892274479803,-1.13538348330074,0.362,0.667,1,17,FALSE
COL1A1,0.043765556656532,1.30951396597078,0.5,0.267,1,17,FALSE
S100A14,0.0447324816923911,-1.09471282980823,0.793,0.867,1,17,FALSE
HN1,0.0454730618482991,-1.1630026590273,0.707,0.8,1,17,FALSE
CYP26A1,0.0465575185868734,1.28727192575763,0.345,0.067,1,17,FALSE
GYPC,0.0470723849393175,1.64510373136142,0.224,0,1,17,FALSE
ID4,0.0470723849393175,1.79493688900261,0.224,0,1,17,FALSE
ARHGAP29,0.0481548477619665,-0.975640157240669,0.19,0.467,1,17,FALSE
LAMC2,0.0489377227371725,-1.27520136465978,0.293,0.6,1,17,FALSE
DDX21,0.0560261952439964,-0.952506907667087,0.534,0.733,1,17,FALSE
CYP24A1,0.0588716999457853,2.05372795437128,0.362,0.133,1,17,FALSE
SDCBP2,0.0593929906316551,-1.7233725713422,0.224,0.467,1,17,FALSE
HLA-DRB1,0.0603752988874682,0.467352636611093,0.931,0.8,1,17,FALSE
LYPD3,0.0604687823987108,-2.18337259637839,0.052,0.2,1,17,FALSE
CD74,0.0623808608326702,0.325803526205958,1,1,1,17,FALSE
PNRC1,0.0629271124952859,0.858012436228334,0.793,0.733,1,17,FALSE
ISG20,0.0663798472921461,-1.22695802950146,0.483,0.733,1,17,FALSE
C3,0.0735489264226164,0.208922236541309,0.845,0.6,1,17,FALSE
FOSB,0.0763248908160695,0.918838474662418,0.672,0.467,1,17,FALSE
NCOA7,0.0812171854704558,0.555725859502097,0.828,0.933,1,17,FALSE
CEMIP,0.0829092133943717,-1.44839901516455,0.052,0.2,1,17,FALSE
BRI3,0.0859439756436142,0.695347365822193,0.828,0.867,1,17,FALSE
FLRT3,0.0878489979638822,1.47873986362958,0.259,0.067,1,17,FALSE
BPIFA1,0.100085026221469,2.02019262384165,0.569,0.267,1,17,FALSE
UGT2A1,0.103877069764894,0.609999698381181,0.603,0.4,1,17,FALSE
RHOD,0.108269906571047,-1.14732846729208,0.259,0.467,1,17,FALSE
ACKR1,0.108390672845481,1.23046468366537,0.552,0.467,1,17,FALSE
CXCL2,0.113309505676207,1.19765573759026,0.431,0.2,1,17,FALSE
TTC9,0.118573730372323,-0.869397190486322,0.414,0.6,1,17,FALSE
IGFBP3,0.122506638362618,-1.81376600321461,0.483,0.533,1,17,FALSE
PLAU,0.123131260110616,-1.66792637933623,0.103,0.267,1,17,FALSE
LMTK3,0.131858773238934,-2.0845839175957,0.207,0.4,1,17,FALSE
TRIM47,0.133771967132774,-0.582150135534362,0.172,0.4,1,17,FALSE
SDPR,0.139068446791021,1.57037533009862,0.362,0.2,1,17,FALSE
PHLDA1,0.143831264742907,-1.87116323461254,0.19,0.333,1,17,FALSE
EHD1,0.149708457511938,-1.06254226238142,0.155,0.333,1,17,FALSE
CSTA,0.150207578322096,-1.54308142599961,0.655,0.733,1,17,FALSE
PAICS,0.151367894933175,-0.81178025962029,0.328,0.533,1,17,FALSE
MRTO4,0.151772870890605,-0.855279981695436,0.224,0.4,1,17,FALSE
CITED2,0.15777545925207,-0.522786930850014,0.448,0.667,1,17,FALSE
FAM83H,0.160341757607193,-0.703357599721902,0.293,0.533,1,17,FALSE
TIAM1,0.160370242361011,-1.56777857755136,0.121,0.267,1,17,FALSE
KCTD9,0.167293549291811,-0.96387898448482,0.155,0.333,1,17,FALSE
IGFBP2,0.187679387265399,0.111808385663847,0.983,1,1,17,FALSE
TSPAN8,0.199398948349534,0.638825522207046,0.793,0.733,1,17,FALSE
MT2A,0.216551396520905,0.576839247517082,0.966,0.8,1,17,FALSE
SCGB1A1,0.23224261869089,-0.236213029239519,1,1,1,17,FALSE
GNL2,0.23579335376998,-1.14588060846682,0.224,0.4,1,17,FALSE
DSC3,0.241737411122766,-1.91188465707717,0.086,0.2,1,17,FALSE
IGFBP6,0.257431898486479,-0.730635235529198,0.224,0.4,1,17,FALSE
RRP9,0.257973728610489,-0.44579880834622,0.172,0.333,1,17,FALSE
PIGR,0.260022096117175,0.430974338102169,1,0.933,1,17,FALSE
TOMM40,0.269869760031329,-0.701814144050374,0.241,0.4,1,17,FALSE
CALML3,0.276736700257008,-1.26617924070383,0.103,0.2,1,17,FALSE
ANO1,0.289121795061417,-1.09233196349395,0.052,0.133,1,17,FALSE
LGALS7B,0.295126115980234,-1.10571458847637,0.397,0.533,1,17,FALSE
H1FX,0.299586612871806,0.346495028023106,0.776,0.733,1,17,FALSE
TOB1,0.299586612871806,0.300064313536304,0.759,0.8,1,17,FALSE
FSCN1,0.318427648379103,-1.08426375456729,0.052,0.133,1,17,FALSE
BIRC3,0.336183715424841,0.436698324020123,0.397,0.267,1,17,FALSE
ADH7,0.3556755089184,-0.474912927724933,0.569,0.733,1,17,FALSE
CRB3,0.385867301710574,-0.328277653794755,0.328,0.533,1,17,FALSE
UPK1B,0.390054158092097,-0.870892169453146,0.552,0.667,1,17,FALSE
PDLIM4,0.391446664165677,-0.208672232941851,0.759,0.933,1,17,FALSE
BACE2,0.399079183591063,0.60245442795786,0.603,0.667,1,17,FALSE
ODC1,0.423483766659219,-0.252069283101648,0.466,0.667,1,17,FALSE
SCGB3A1,0.424477913272902,-0.118811009595243,1,1,1,17,FALSE
NOL6,0.433410139619776,-0.273139737102047,0.207,0.333,1,17,FALSE
MTHFD2,0.444308874009999,-0.307707394147642,0.207,0.333,1,17,FALSE
C15orf48,0.503151185142212,-1.80134622156319,0.207,0.267,1,17,FALSE
IL1R2,0.557768188974515,-0.221586479209721,0.172,0.267,1,17,FALSE
CLDN1,0.611872485728283,-0.831323057615798,0.655,0.733,1,17,FALSE
COL17A1,0.64002503304829,0.208320068541386,0.103,0.067,1,17,FALSE
EIF4EBP1,0.703096142383976,-0.176537007927051,0.293,0.4,1,17,FALSE
AREG,0.735540344746143,-0.792299254049971,0.172,0.2,1,17,FALSE
CRABP2,0.766601094526356,-0.884624269339904,0.172,0.2,1,17,FALSE
LAMB3,0.920453041552017,0.125029928775724,0.534,0.667,1,17,FALSE
FST,0.947533544382173,-0.810847776385329,0.155,0.133,1,17,FALSE
NKX2-1,0.951506338855924,-0.395762515830519,0.276,0.267,1,17,FALSE
GJB2,0.960381735723668,-0.394859606963798,0.19,0.2,1,17,FALSE
IRAK1,0.979206544853184,0.731177937667638,0.259,0.333,1,17,FALSE
