pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_UV_RESPONSE_UP,0.247820672478207,0.404301075268817,0.0916795246008379,-0.275538804553085,-1.11566317869783,146,CTSV|GAL|NPTX2|CA2|CCK|CCNE1|TYRO3|DDX21|AQP3|HMOX1|TCHH|BID|TUBA4A|PPAT|MAOA|CHRNA5|FKBP4|TGFBRAP1|PPIF|FURIN|FEN1|POLE3|YKT6|CDK2|WIZ|STIP1|BAK1|CLTB|POLR2H|AP2S1|GRPEL1|CEBPG|SIGMAR1|PRKACA|CDKN2B|EIF5|AMD1|MARK2|GLS|NUP58|BSG|LYN|AGO2|SLC6A8
HALLMARK_MITOTIC_SPINDLE,0.259036144578313,0.404743975903615,0.0873098257637931,-0.263224349955126,-1.09979765632258,197,TIAM1|FSCN1|CDC42EP1|ANLN|ARHGAP29|TPX2|EZR|INCENP|TUBA4A|MYO1E|KIF23|ARHGEF3|VCL|MARK4|ECT2|DLGAP5|KIF2C|TTK|PDLIM5|ESPL1|MID1IP1|BUB1|ARFGEF1|ABI1|RASAL2|KIF15|BCR|FLNA|MYH9|PALLD|SAC3D1|LMNB1|ACTN4|KIF4A|NET1|GSN|ARHGDIA|MAP1S|ARL8A|PXN|KIF11|CEP72|CLIP1|KATNB1|PLK1|STAU1|FGD6
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.27326968973747,0.414044984450712,0.0838361057159929,-0.259974249603211,-1.08777820868245,189,KRT13|TIAM1|CYP26B1|SFN|LAD1|RRP12|CA12|AREG|ELOVL2|SLC7A5|TUBB2B|AQP3|SYT12|WWC1|FKBP5|HSPB8|KCNK15|CD44|RHOD|MREG|HR|PTGES|FASN|CLDN7|TMEM164|SLC24A3|FKBP4|ABHD2|P2RY2|PPIF|KRT18|KRT8|NRIP1|SEC14L2|ESRP2|NXT1|SOX3|KCNK5|REEP1|ZNF185|RAB31|ELOVL5|FRK|SLC2A1|MUC1|KRT19|CISH|ENDOD1|BAG1|AKAP1|TBC1D30|SVIL
HALLMARK_XENOBIOTIC_METABOLISM,0.360655737704918,0.530376084860174,0.172324344900946,0.221511212516092,1.04014979957009,174,PTGDS|APOE|CYP26A1|CDO1|TMEM176B|F10|ADH1C|CES1|ID2|ATOH8|FBLN1|ESR1|FMO3|HSD17B2|CYP27A1|MPP2|IGF1|EPHX1|IRF8|SLC46A3|CYP2J2|CYFIP2|FBP1|AOX1|SLC6A6|PINK1|LPIN2|HGFAC|HSD11B1
HALLMARK_ANGIOGENESIS,0.439628482972136,0.610595115239078,0.112378519110475,0.290961988298234,1.01126418549441,33,LUM|COL3A1|KCNJ8|SPP1|VCAN|OLR1|S100A4|JAG2|COL5A2|STC1|CXCL6|PDGFA
HALLMARK_TGF_BETA_SIGNALING,0.438943894389439,0.610595115239078,0.116739204791222,0.260393080280949,0.999711720825961,52,JUNB|ID2|TGIF1|SKIL|SMAD7|CDKN1C|LTBP2|PPP1R15A|SMAD6
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.504660452729694,0.672612411742847,0.0584693210386381,-0.27047573883485,-0.98244055453377,69,TNFRSF12A|PLAUR|MAL2|SCD|FASN|PPARG|TRIB3|S100A11|ATF5|ACTG1|CXCL16|LDLR|CD9|ETHE1|LGALS3|FABP5|TMEM97|JAG1|SQLE|ACSS2|SEMA3B|AVPR1A|STX5|HMGCR|FADS2|NSDHL|STARD4
HALLMARK_HEDGEHOG_SIGNALING,0.522827687776141,0.672612411742847,0.0615706755421678,-0.310665415746359,-0.961354073150848,33,CRMP1|NRP2|SHH|RTN1|NRCAM|TLE1|PML|MYH9|CDK6|SCG2|UNC5C|CDK5R1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.52463768115942,0.672612411742847,0.060640400949416,-0.291865826991092,-0.967839656386724,47,TXN|TXNRD1|OXSR1|ABCC1|SBNO2|HMOX2|PFKP|G6PD|SCAF4|PRDX1|SOD2|MSRA|GSR|GLRX2|HHEX|ATOX1|STK25|PRDX4|TXNRD2|GCLC|LAMTOR5|PDLIM1|NDUFA6|NDUFS2|GCLM
HALLMARK_ANDROGEN_RESPONSE,0.620185922974768,0.77523240371846,0.0487989701682839,-0.241141230799427,-0.91711326412524,95,ALDH1A3|RRP12|FKBP5|SCD|TMPRSS2|CENPN|STK39|ABHD2|AKT1|KRT8|PA2G4|PDLIM5|ACTN1|SPCS3|SMS|SRP19|ELOVL5|KRT19|CAMKK2|ITGAV|CDK6|ADAMTS1|RPS6KA3
HALLMARK_SPERMATOGENESIS,0.655126498002663,0.798934753661784,0.0464154956843849,-0.234985545055987,-0.893204586849344,94,CCNA1|SCG3|NOS1|HOXB1|IL12RB2|ALOX15|GAD1|IL13RA2|ACRBP|CSNK2A2|EZH2|KIF2C|TTK|CLPB|CDKN3|DMRT1|BUB1|ZPBP|YBX2|NCAPH
