orig.ident,nCount_RNA,nFeature_RNA,percent.mt,percent.rb,RNA_snn_res.0.5,seurat_clusters,RedGreen,RNA_snn_res.0.2,RNA_snn_res.0.3,RNA_snn_res.1,RNA_snn_res.0.8,repairment,specimen
s1,11828,3461,5.28407169428475,30.0811633412242,24,24,red,0,0,0,0,bad_repair,s1
s1,14586,4088,4.99794323323735,25.4490607431784,28,28,red,2,1,4,3,bad_repair,s1
s1,61136,6652,7.70740643810521,21.0726903951845,23,23,red,11,16,22,23,bad_repair,s1
s1,33490,6478,4.45804717826217,30.6240668856375,24,24,red,0,0,5,0,bad_repair,s1
s1,27354,5446,4.47466549681948,35.4975506324486,28,28,red,2,1,4,3,bad_repair,s1
s1,36259,6794,9.50660525662594,25.3206100554345,24,24,red,0,0,5,0,bad_repair,s1
s1,10290,2791,4.33430515063168,34.3051506316812,28,28,red,2,1,4,3,bad_repair,s1
s1,13337,3662,7.47544425283047,35.1803254105121,24,24,red,1,0,0,4,bad_repair,s1
s1,8406,3385,9.873899595527,16.2384011420414,18,18,red,6,6,11,8,bad_repair,s1
s1,9336,2903,5.55912596401028,18.7446443873179,23,23,red,1,8,8,9,bad_repair,s1
s1,10951,3182,3.97223997808419,27.6504428819286,20,20,red,7,7,16,17,bad_repair,s1
s1,11561,3358,4.49788080615864,28.2328518294265,24,24,red,0,0,5,0,bad_repair,s1
s1,8355,2631,4.78755236385398,31.8491921005386,24,24,red,1,2,2,1,bad_repair,s1
s1,11572,3941,7.48358105772554,17.9917041133771,19,19,red,3,13,25,20,bad_repair,s1
s1,34493,6301,4.02980314846491,34.5316441017018,28,28,red,2,1,4,3,bad_repair,s1
s1,13164,3706,5.75812822850198,26.9067152841082,24,24,red,0,0,0,0,bad_repair,s1
s1,8323,3010,3.79670791781809,19.6563739036405,28,28,red,2,1,6,6,bad_repair,s1
s1,8406,2736,3.97335236735665,33.547466095646,28,28,red,2,1,4,3,bad_repair,s1
s1,16148,4739,3.04062422591033,15.8347783007184,28,28,red,2,11,18,18,bad_repair,s1
s1,9747,2011,2.01087514106905,17.4515235457064,23,23,red,11,16,22,23,bad_repair,s1
s1,48235,7723,4.55478387063336,29.9657924743444,24,24,red,1,2,5,0,bad_repair,s1
s1,11277,3519,5.18754988028731,29.8217611066773,24,24,red,0,0,0,0,bad_repair,s1
s1,15704,3820,4.49566989302089,33.5710646968925,24,24,red,0,0,5,0,bad_repair,s1
s1,37467,6930,5.73304507967011,26.5353511089759,24,24,red,1,0,5,0,bad_repair,s1
s1,14406,3573,4.6924892405942,37.5468554768846,24,24,red,1,2,2,1,bad_repair,s1
s1,13874,3821,12.8802075825285,24.3404930085051,24,24,red,1,2,2,1,bad_repair,s1
s1,15756,4703,3.80807311500381,18.6087839553186,28,28,red,2,1,6,6,bad_repair,s1
s1,8578,2737,4.44159477733737,32.1520167871299,24,24,red,0,0,0,4,bad_repair,s1
s1,37242,6850,4.39826002899952,28.6048010310939,24,24,red,0,0,5,0,bad_repair,s1
s1,23303,5657,7.96463974595546,27.747500321847,24,24,red,0,0,5,4,bad_repair,s1
s1,72555,8871,5.34766728688581,31.7276548825029,24,24,red,0,0,5,0,bad_repair,s1
s1,9298,2920,3.10819531081953,29.8128629812863,28,28,red,2,1,4,3,bad_repair,s1
s1,10917,3498,5.41357515801044,26.8571952001466,24,24,red,0,0,0,4,bad_repair,s1
s1,13241,3542,10.9961483271656,18.314326712484,23,23,red,1,8,8,9,bad_repair,s1
s1,9880,3142,4.60526315789474,29.4736842105263,24,24,red,0,0,13,0,bad_repair,s1
s1,17747,4388,5.4826167803009,31.9941398546233,28,28,red,2,1,4,3,bad_repair,s1
s1,17443,3975,13.5985782262226,25.867110015479,23,23,red,1,8,8,23,bad_repair,s1
s1,8713,2879,4.64822678755882,27.7172041776656,24,24,red,0,0,0,0,bad_repair,s1
s1,17034,4894,4.52037102266056,18.879887284255,28,28,red,2,1,6,6,bad_repair,s1
s1,20713,5108,4.61545889055183,30.5701733211027,24,24,red,0,0,0,0,bad_repair,s1
s1,36162,7249,3.02527515071069,19.7195951551352,28,28,red,2,1,6,6,bad_repair,s1
s1,19339,4633,8.68710895082476,31.0202182119034,24,24,red,0,0,5,0,bad_repair,s1
s1,11550,3706,19.8701298701299,16.5974025974026,24,24,red,0,0,13,4,bad_repair,s1
s1,122844,10439,5.9929666894598,33.5449838819967,24,24,red,1,2,5,0,bad_repair,s1
s1,8724,2961,7.73727647867951,29.6309032553874,24,24,red,1,2,2,1,bad_repair,s1
s1,15370,4635,4.88614183474301,22.8497072218608,28,28,red,2,11,18,18,bad_repair,s1
s1,8368,3253,10.0740917782027,16.3360420650096,18,18,red,6,6,11,8,bad_repair,s1
s1,117048,9253,4.81597293418085,18.3129997949559,23,23,red,11,16,22,23,bad_repair,s1
s1,8773,2930,5.9500740909609,25.9546335347088,24,24,red,0,0,0,0,bad_repair,s1
s1,27832,6224,3.25883874676631,24.9389192296637,28,28,red,2,11,18,18,bad_repair,s1
s1,8627,2765,4.21931146400835,35.7366407789498,24,24,red,0,0,0,4,bad_repair,s1
s1,15199,2922,2.25672741627739,16.2115928679518,23,23,red,11,16,22,23,bad_repair,s1
s1,61386,8679,5.29762486560454,30.433649366305,24,24,red,0,0,5,0,bad_repair,s1
s1,14938,4184,4.27768108180479,27.6543044584282,28,28,red,2,1,4,3,bad_repair,s1
s1,9861,3078,5.04005678937228,15.4649629854984,23,23,red,1,8,8,9,bad_repair,s1
s1,69252,8884,5.82799052734939,27.8620112054526,24,24,red,1,2,5,0,bad_repair,s1
s1,40613,6685,3.77711570186886,33.1888804077512,28,28,red,2,1,4,3,bad_repair,s1
s1,15935,4319,4.92626294320678,28.9237527455287,28,28,red,2,1,4,3,bad_repair,s1
s1,18800,4855,7.65957446808511,28.0585106382979,24,24,red,0,0,0,4,bad_repair,s1
s1,9104,3159,5.51405975395431,26.878295254833,24,24,red,0,0,0,4,bad_repair,s1
s1,11153,2427,2.15188738456021,15.4756567739622,23,23,red,11,16,22,23,bad_repair,s1
s1,15039,4017,4.77425360728772,28.0936232462265,24,24,red,0,0,5,0,bad_repair,s1
s1,89093,9928,6.79290179924349,30.5916289719731,24,24,red,1,2,5,1,bad_repair,s1
s1,10444,3096,4.25124473381846,32.9950210647262,28,28,red,2,1,4,3,bad_repair,s1
s1,13443,4008,3.5334374767537,21.0592873614521,19,19,red,3,3,1,2,bad_repair,s1
s1,11003,3808,5.34399709170226,17.040807052622,19,19,red,3,3,1,2,bad_repair,s1
s1,20557,4935,5.85688573235394,30.831346986428,24,24,red,1,2,2,1,bad_repair,s1
s1,22490,5177,5.89595375722543,26.6162738995109,24,24,red,0,0,5,0,bad_repair,s1
s1,11160,3302,4.92831541218638,28.8530465949821,24,24,red,0,0,0,0,bad_repair,s1
s1,11039,3771,3.82281003714105,20.7808678322312,28,28,red,2,1,6,6,bad_repair,s1
s1,68266,9194,5.74663815076319,27.3547593238215,24,24,red,1,2,5,0,bad_repair,s1
s1,42404,5726,4.1835675879634,13.8430336760683,23,23,red,11,16,22,23,bad_repair,s1
s1,15857,4159,5.11446049063505,30.5227975026802,24,24,red,0,0,5,0,bad_repair,s1
s1,49083,7934,4.89375140068863,24.8619685023328,23,23,red,1,8,8,9,bad_repair,s1
s1,21890,5348,2.91457286432161,26.8889904065783,28,28,red,2,11,18,18,bad_repair,s1
s1,14497,4088,5.9529557839553,28.8197558115472,24,24,red,1,2,2,1,bad_repair,s1
s1,98136,8961,5.85106382978723,34.8159696747371,10,10,red,1,2,2,1,bad_repair,s1
s1,36097,7175,8.81236667867136,24.7527495359725,24,24,red,1,2,5,1,bad_repair,s1
s1,18057,4649,13.3023204297502,24.5278839231323,24,24,red,1,0,5,4,bad_repair,s1
s1,24811,5800,4.23199387368506,24.9083067994035,28,28,red,2,1,4,3,bad_repair,s1
s1,10054,3067,6.6341754525562,28.7845633578675,24,24,red,1,2,2,1,bad_repair,s1
s1,8368,2852,10.4086998087954,27.7127151051625,24,24,red,1,2,2,1,bad_repair,s1
s1,47339,7167,3.43057521282663,36.1625720864404,28,28,red,2,1,4,3,bad_repair,s1
s1,70916,9083,5.44164927519883,31.2228552089796,24,24,red,1,2,2,1,bad_repair,s1
s1,46171,7373,5.08327738190639,31.7753568257131,24,24,red,0,0,5,0,bad_repair,s1
s1,43606,7348,9.34504425996422,31.9772508370408,24,24,red,0,0,13,13,bad_repair,s1
s1,65658,8801,5.04584361387797,29.2759450485851,24,24,red,0,0,5,0,bad_repair,s1
s1,12615,3315,4.66111771700357,16.4803804994055,23,23,red,1,8,8,9,bad_repair,s1
s1,8631,3152,3.62646275055034,21.1447109257328,28,28,red,2,1,6,6,bad_repair,s1
s1,28468,4380,8.53589995784741,14.1421947449768,23,23,red,11,16,22,23,bad_repair,s1
s1,18097,4797,3.87909598275957,27.2862905453943,28,28,red,2,1,6,6,bad_repair,s1
s1,12454,3237,6.35137305283443,37.7308495262566,24,24,red,1,2,2,1,bad_repair,s1
s1,24071,5400,8.41676706410203,29.3922146981845,24,24,red,0,0,5,0,bad_repair,s1
s1,72349,9243,6.6662980829037,29.9962680894,24,24,red,1,2,5,0,bad_repair,s1
s1,13136,3696,4.27831912302071,31.7372107186358,28,28,red,2,1,6,3,bad_repair,s1
s1,66155,8710,5.92850124707127,29.3658831532008,24,24,red,0,0,5,0,bad_repair,s1
s1,12679,3582,3.84888398138654,29.6789967663065,28,28,red,2,1,4,3,bad_repair,s1
s1,12219,3607,4.89401751370816,31.7047221540224,24,24,red,0,0,0,4,bad_repair,s1
s1,95350,9938,6.56213948610383,31.1693759832197,10,10,red,1,2,2,1,bad_repair,s1
s1,123915,10501,6.52463382157124,35.5961747972401,24,24,red,1,0,13,13,bad_repair,s1
s1,42144,7279,4.51072513287775,31.4777904328018,24,24,red,0,0,5,0,bad_repair,s1
s1,23095,5223,4.07014505304178,29.9631954968608,24,24,red,0,18,31,27,bad_repair,s1
s1,24034,5813,3.40767246400932,23.3710576683032,28,28,red,2,1,6,6,bad_repair,s1
s1,8582,3070,4.97553017944535,22.0694476811932,19,19,red,3,3,1,2,bad_repair,s1
s1,48995,7753,5.47402796203694,32.5543422798245,24,24,red,0,0,5,0,bad_repair,s1
s1,43021,7677,6.68743171939285,28.885892936008,24,24,red,1,2,2,1,bad_repair,s1
s1,21237,5088,8.40985073221265,29.6463718981024,24,24,red,0,0,0,4,bad_repair,s1
s1,15307,4265,4.4685438034886,28.2485137518782,24,24,red,0,0,0,0,bad_repair,s1
s1,26575,5724,3.70272812793979,31.4920037629351,28,28,red,2,1,6,6,bad_repair,s1
s1,11196,2937,4.01036084315827,19.0514469453376,23,23,red,1,8,8,9,bad_repair,s1
s1,37156,6673,7.50080740660997,33.2247820002153,24,24,red,1,2,2,1,bad_repair,s1
s1,9967,3230,5.58844185813184,28.1328383666098,24,24,red,0,0,0,0,bad_repair,s1
s1,76285,9117,6.04443861833912,30.7609621812938,24,24,red,1,2,5,0,bad_repair,s1
s1,8955,2871,6.81183696259073,29.8157453936348,28,28,red,2,1,4,3,bad_repair,s1
s1,57082,8424,7.81857678427525,27.8459058897726,24,24,red,0,0,5,0,bad_repair,s1
s1,18998,4518,7.03758290346352,31.7191283292978,24,24,red,1,2,2,1,bad_repair,s1
s1,8989,2885,10.9022138168873,24.8192234953833,24,24,red,1,2,2,1,bad_repair,s1
s1,103946,10211,4.43403305562504,28.9602293498547,24,24,red,0,0,5,0,bad_repair,s1
s1,14441,4112,10.3316944809916,23.5302264386123,24,24,red,1,2,2,1,bad_repair,s1
s1,14078,4170,12.0684756357437,20.350902116778,24,24,red,0,0,0,4,bad_repair,s1
s1,14397,3846,6.32770716121414,31.6454816975759,24,24,red,0,0,0,0,bad_repair,s1
s1,49684,7659,4.21061106191128,29.9170759198132,24,24,red,0,0,5,0,bad_repair,s1
s1,35379,7016,8.6068006444501,24.1612255857995,24,24,red,1,2,2,1,bad_repair,s1
s1,13990,3478,16.4403145103645,15.0822015725518,23,23,red,11,16,22,23,bad_repair,s1
s1,43507,7607,5.51635369021077,27.1887282506263,24,24,red,1,2,5,0,bad_repair,s1
s1,44754,7166,3.78513652410958,36.9642936944184,28,28,red,2,1,4,3,bad_repair,s1
s1,13031,3830,4.86532115724043,25.2935308111427,24,24,red,0,0,5,0,bad_repair,s1
s1,11942,3747,5.09127449338469,24.1500586166471,28,28,red,2,1,6,6,bad_repair,s1
s1,13052,4104,4.71958320563898,22.471651854122,28,28,red,2,1,6,6,bad_repair,s1
s1,14042,4004,7.37074490813275,28.5286996154394,24,24,red,0,0,0,4,bad_repair,s1
s1,22934,5267,5.10595622220284,30.413360076742,24,24,red,0,0,0,0,bad_repair,s1
s1,12227,3538,4.5718491862272,31.9211580927456,24,24,red,0,0,0,0,bad_repair,s1
s1,9709,3158,4.59367597074879,26.6041816870944,24,24,red,0,0,0,0,bad_repair,s1
s1,8849,3014,4.05695558820206,27.5737371454402,24,24,red,0,0,0,0,bad_repair,s1
s1,21966,5132,4.87571701720841,26.9507420559046,24,24,red,0,0,5,0,bad_repair,s1
s1,34590,4941,6.53946227233304,23.9520092512287,23,23,red,11,16,22,23,bad_repair,s1
s1,57948,8274,4.33146959342859,32.8259819148202,24,24,red,0,0,0,0,bad_repair,s1
s1,64669,8632,6.33224574371028,30.0700490188498,24,24,red,0,0,5,0,bad_repair,s1
s1,37266,6784,6.15574518327698,30.1749584071271,24,24,red,0,0,5,0,bad_repair,s1
s1,11922,3744,4.45395067941621,25.138399597383,24,24,red,0,0,5,0,bad_repair,s1
s1,9594,3398,3.29372524494476,21.2528663748176,19,19,red,3,3,1,2,bad_repair,s1
s1,42636,7216,5.05441411014167,28.7620789942771,24,24,red,0,0,5,0,bad_repair,s1
s1,33548,6250,7.63979968999642,28.6634076547037,24,24,red,1,2,2,1,bad_repair,s1
s1,22459,5692,4.31007613874171,20.0053430695935,28,28,red,2,1,6,6,bad_repair,s1
s1,9135,2817,4.13793103448276,30.6185002736727,24,24,red,0,0,0,0,bad_repair,s1
s1,47166,7595,5.90467709790951,28.2512827036425,24,24,red,0,0,5,0,bad_repair,s1
s1,13748,3700,7.04829793424498,21.8068082630201,23,23,red,1,8,8,9,bad_repair,s1
s1,22652,4712,3.33303902525163,38.2835952675261,28,28,red,2,1,4,3,bad_repair,s1
s1,13601,3888,8.06558341298434,28.7699433865157,24,24,red,1,2,2,1,bad_repair,s1
s1,59965,6899,3.0567831234887,18.592512298841,23,23,red,11,16,22,23,bad_repair,s1
s1,19977,4840,4.9957451068729,30.3298793612655,24,24,red,0,0,0,0,bad_repair,s1
s1,15279,4390,6.72818901760586,25.9506512206296,24,24,red,0,0,0,4,bad_repair,s1
s1,36988,5138,2.30615334703147,16.2349951335568,23,23,red,11,16,22,23,bad_repair,s1
s1,14368,4151,7.44710467706013,26.9905345211581,24,24,red,0,0,0,4,bad_repair,s1
s1,25273,5241,4.58987852649072,34.4676136588454,28,28,red,2,1,4,3,bad_repair,s1
s1,20678,5436,7.14285714285714,15.9831705193926,18,18,red,6,6,11,8,bad_repair,s1
s1,8523,2604,9.15170714537135,21.6355743282882,23,23,red,1,8,8,9,bad_repair,s1
s1,84944,9335,7.79454699566773,33.5303258617442,24,24,red,1,2,5,1,bad_repair,s1
s1,131852,10720,5.1535054454995,32.9839517034251,24,24,red,1,2,5,0,bad_repair,s1
s1,24782,5506,5.01170204180454,28.6417561133081,24,24,red,1,2,2,1,bad_repair,s1
s1,78695,9119,6.7958574242328,33.464641972171,24,24,red,1,2,5,0,bad_repair,s1
s1,9520,3733,7.22689075630252,15.3046218487395,18,18,red,6,6,11,8,bad_repair,s1
s1,68729,8667,5.70065038047986,32.0170524814853,24,24,red,0,0,5,0,bad_repair,s1
s1,9533,3050,8.19259414664848,27.5569075841813,24,24,red,0,0,13,13,bad_repair,s1
s1,43059,7363,8.36062147286282,26.7261199749181,24,24,red,0,0,5,0,bad_repair,s1
s1,11505,3493,4.95436766623207,31.7514124293785,24,24,red,0,0,0,0,bad_repair,s1
s1,10441,3221,4.29077674552246,32.4106886313571,28,28,red,2,1,4,3,bad_repair,s1
s1,81281,8345,5.64953679211624,38.6215720771152,24,24,red,1,2,2,1,bad_repair,s1
s1,22651,5567,7.38157255750298,25.3984371550925,24,24,red,0,0,5,0,bad_repair,s1
s1,14661,4217,3.94925312052384,26.8330946047337,28,28,red,2,1,6,6,bad_repair,s1
s1,20270,3366,4.05525407005427,17.1336951159349,23,23,red,11,16,22,23,bad_repair,s1
s1,19352,4998,8.01984291029351,25.3307151715585,24,24,red,0,0,0,4,bad_repair,s1
s1,23199,5320,4.3105306263201,31.6953316953317,28,28,red,2,1,4,3,bad_repair,s1
s1,8978,2742,6.83893963020717,35.8765872131878,24,24,red,0,0,20,4,bad_repair,s1
s1,9573,3241,3.90682126815,22.9499634388384,19,19,red,3,3,1,2,bad_repair,s1
s1,105718,9988,4.72388807960801,33.7539491855692,24,24,red,0,0,5,0,bad_repair,s1
s1,9220,3468,6.83297180043384,24.1431670281996,24,24,red,0,0,0,4,bad_repair,s1
s1,19266,4884,4.28215509187169,27.9456036541057,24,24,red,0,0,5,0,bad_repair,s1
s1,9515,2998,6.76826064109301,30.415133998949,28,28,red,2,1,4,3,bad_repair,s1
s1,51036,8303,5.70381691355122,25.6152519789952,24,24,red,0,0,5,0,bad_repair,s1
s1,93342,8736,4.45458635983802,47.6452186582675,23,23,red,1,8,8,23,bad_repair,s1
s1,12463,3835,9.23533659632512,18.3743881890396,23,23,red,1,8,8,9,bad_repair,s1
s1,31500,6432,7.82857142857143,30.1777777777778,24,24,red,1,2,2,1,bad_repair,s1
s1,68138,8383,5.1968064809651,33.7021926091168,24,24,red,0,0,5,0,bad_repair,s1
s1,17702,4369,5.01638232968026,30.9230595412948,24,24,red,0,0,5,0,bad_repair,s1
s1,74507,8996,6.42489967385615,34.0880722616667,24,24,red,1,2,2,1,bad_repair,s1
s1,9749,2981,5.02615652887476,32.1674017847984,24,24,red,0,0,0,4,bad_repair,s1
s1,14893,3753,6.00953468072249,36.0236352648896,24,24,red,1,2,2,1,bad_repair,s1
s1,85593,9499,5.96076781979835,33.5506408234318,24,24,red,0,0,5,0,bad_repair,s1
s1,115760,10414,5.80511402902557,33.3923635107118,24,24,red,1,2,5,0,bad_repair,s1
s1,30749,6155,8.22465771244593,25.0382126248008,24,24,red,0,0,5,0,bad_repair,s1
s1,9031,3125,9.66670357656959,23.917617096667,24,24,red,0,0,0,4,bad_repair,s1
s1,34700,6477,4.04322766570605,32.0172910662824,28,28,red,2,1,4,3,bad_repair,s1
s1,11148,3379,5.01435235019735,29.3505561535702,24,24,red,0,0,0,0,bad_repair,s1
s1,19583,5074,3.32941837307869,24.0616861563601,28,28,red,2,11,18,18,bad_repair,s1
s1,9043,3033,12.2304544951897,28.8621032843083,24,24,red,0,0,13,4,bad_repair,s1
s1,33999,6943,3.82658313479808,22.6447836701079,28,28,red,2,1,6,6,bad_repair,s1
s1,20275,5012,5.19358816276202,27.9901356350185,28,28,red,2,1,4,3,bad_repair,s1
s1,12775,3365,3.92172211350294,34.8649706457926,28,28,red,2,1,4,3,bad_repair,s1
s1,28228,5660,7.21269661329177,31.511265410231,24,24,red,1,2,5,0,bad_repair,s1
s1,19037,4805,4.22335452014498,25.2140568366865,28,28,red,2,1,6,6,bad_repair,s1
s1,12417,4027,4.05089796247081,22.614158009181,28,28,red,2,11,18,18,bad_repair,s1
s1,16941,4476,3.8899710760876,26.7162505164984,24,24,red,0,0,5,0,bad_repair,s1
s1,36865,6698,4.39441204394412,28.0103078801031,24,24,red,0,0,5,0,bad_repair,s1
s1,11032,3550,5.03988397389413,24.9637418419144,28,28,red,2,1,6,6,bad_repair,s1
s1,13591,3869,5.5992936502097,29.6078287101759,28,28,red,2,1,6,6,bad_repair,s1
s1,54896,8085,5.19163509180997,31.1570970562518,24,24,red,0,0,5,0,bad_repair,s1
s1,10302,3134,6.37740244612697,29.5476606484178,24,24,red,0,0,0,0,bad_repair,s1
s1,8544,2775,7.7247191011236,30.126404494382,24,24,red,0,0,0,4,bad_repair,s1
s1,35318,6728,4.25562036355399,25.1656379183419,24,24,red,0,0,5,0,bad_repair,s1
s1,20641,4920,6.50646770989778,28.0897243350613,24,24,red,0,0,0,0,bad_repair,s1
s1,14198,3795,6.36709395689534,34.2442597548951,24,24,red,0,0,0,4,bad_repair,s1
s1,18163,4657,4.26141055992953,28.9049165886693,24,24,red,0,0,5,0,bad_repair,s1
s1,27757,6392,4.58623050041431,22.4339806175019,28,28,red,2,1,6,6,bad_repair,s1
s1,36243,6612,5.56797174626825,29.5146649008084,24,24,red,0,0,5,0,bad_repair,s1
s1,11993,3518,3.21020595347286,28.950220962228,28,28,red,2,1,6,6,bad_repair,s1
s1,19373,4665,6.46260259123522,16.3578175811697,23,23,red,1,8,8,9,bad_repair,s1
s1,28670,6147,4.38786187652599,27.5688873386816,28,28,red,2,1,4,3,bad_repair,s1
s1,10477,3408,6.29951321943304,25.3412236327193,28,28,red,2,1,6,6,bad_repair,s1
s1,22280,5172,5.61041292639138,28.9317773788151,24,24,red,0,0,5,0,bad_repair,s1
s1,19928,4869,3.97430750702529,26.6810517864312,24,24,red,0,0,5,0,bad_repair,s1
s1,10818,3629,4.98243667960806,22.841560362359,19,19,red,3,3,1,2,bad_repair,s1
s1,36815,6830,7.71696319435013,22.4202091538775,23,23,red,1,8,8,9,bad_repair,s1
s1,14586,3958,4.79912244618127,29.8368298368298,24,24,red,0,0,5,0,bad_repair,s1
s1,21730,5089,4.42705936493327,32.7197422917625,24,24,red,0,0,0,0,bad_repair,s1
s1,75144,8913,5.69440008516981,34.3367401256255,24,24,red,1,2,2,1,bad_repair,s1
s1,24500,5464,6.63673469387755,25.465306122449,24,24,red,0,0,5,0,bad_repair,s1
s1,31795,5420,3.41877653719138,20.6384651674792,23,23,red,11,16,22,23,bad_repair,s1
s1,9686,3092,5.95705141441255,30.2601693165393,24,24,red,0,0,0,0,bad_repair,s1
s1,10834,3621,11.0116300535352,24.2569688019199,24,24,red,1,0,2,4,bad_repair,s1
s1,10977,3687,4.06304090370775,22.7111232577207,19,19,red,3,3,1,2,bad_repair,s1
s1,99061,9750,5.55920089641736,33.6903524091217,24,24,red,0,0,5,0,bad_repair,s1
s1,103208,10050,5.99469033408263,33.0032555615844,24,24,red,1,0,13,13,bad_repair,s1
s1,27487,6755,6.80685414923418,13.5118419616546,18,18,red,6,6,11,8,bad_repair,s1
s1,16799,4761,3.45258646347997,24.5074111554259,28,28,red,2,11,18,18,bad_repair,s1
s1,81280,9032,10.4872047244094,34.3934547244095,24,24,red,1,2,13,1,bad_repair,s1
s1,14037,4063,3.66887511576548,24.6705136425162,28,28,red,2,1,4,3,bad_repair,s1
s1,9490,3125,5.87987355110643,28.9673340358272,24,24,red,0,0,0,4,bad_repair,s1
s1,8886,2860,3.99504839072699,30.7900067521945,24,24,red,0,0,0,0,bad_repair,s1
s1,12128,3669,13.8687335092348,21.3637862796834,23,23,red,1,8,8,9,bad_repair,s1
s1,12852,3816,4.34173669467787,26.6962340491752,28,28,red,2,1,6,6,bad_repair,s1
s1,13167,4473,11.0731373889269,16.3666742614111,18,18,red,6,6,11,8,bad_repair,s1
s1,10538,3226,3.90017081040046,27.9654583412412,24,24,red,0,0,5,0,bad_repair,s1
s1,15383,4881,6.98173308197361,16.3037118897484,18,18,red,6,6,11,8,bad_repair,s1
s1,10213,3105,3.08430431802605,34.201507882111,28,28,red,2,1,4,3,bad_repair,s1
s1,14334,4234,14.1132970559509,16.0039067950328,23,23,red,1,8,8,9,bad_repair,s1
s1,19282,4871,5.36770044601182,23.7993984026553,24,24,red,0,0,5,0,bad_repair,s1
s1,29727,6050,4.80034985030444,30.0837622363508,24,24,red,0,0,5,0,bad_repair,s1
s1,22664,5300,4.84909989410519,31.9625838333922,28,28,red,2,1,4,3,bad_repair,s1
s1,9803,3208,4.28440273385698,25.4411914719984,28,28,red,2,1,4,3,bad_repair,s1
s1,21687,5138,7.29469267302993,31.8624060497072,24,24,red,0,0,5,0,bad_repair,s1
s1,38103,7401,10.2485368606147,22.8407212030549,24,24,red,0,0,5,13,bad_repair,s1
s1,12181,3620,5.71381659962236,28.5280354650686,24,24,red,0,0,5,0,bad_repair,s1
s1,9602,2481,4.42616121641325,17.0693605498854,23,23,red,1,8,8,9,bad_repair,s1
s1,59460,7090,3.53514968045745,19.966363942146,23,23,red,11,16,22,23,bad_repair,s1
s1,22979,5405,5.38752774272162,27.3989294573306,28,28,red,2,1,4,3,bad_repair,s1
s1,9254,3180,6.53771342122326,22.9954614220878,24,24,red,0,18,31,27,bad_repair,s1
s1,24880,5589,9.60610932475884,24.8110932475884,24,24,red,0,0,5,0,bad_repair,s1
s1,32341,6661,6.8365232985993,26.3720973377447,24,24,red,0,0,5,0,bad_repair,s1
s1,72486,8973,5.53624148111359,31.9923847363629,24,24,red,1,2,2,1,bad_repair,s1
s1,16351,4568,3.47379365176442,27.839275885267,28,28,red,2,1,6,6,bad_repair,s1
s1,8768,2495,11.4393248175182,19.0921532846715,23,23,red,1,8,8,9,bad_repair,s1
s1,100149,8728,2.99753367482451,19.3891102257636,23,23,red,11,16,22,23,bad_repair,s1
s1,9969,2932,6.80108335841107,30.3841909920754,24,24,red,1,2,2,1,bad_repair,s1
s1,19274,4787,5.62934523191865,30.1027290650617,24,24,red,0,0,0,4,bad_repair,s1
s1,22788,5452,4.87098472880463,29.1820256275233,28,28,red,2,1,4,3,bad_repair,s1
s1,14149,4170,4.01441798006926,24.5741748533465,24,24,red,0,0,0,0,bad_repair,s1
s1,10613,3190,8.20691604635824,27.0705738245548,24,24,red,0,0,0,4,bad_repair,s1
s1,18404,4923,4.29797870028255,28.7600521625734,24,24,red,0,0,5,0,bad_repair,s1
s1,19294,5005,4.70612625686742,28.6513942158184,24,24,red,1,2,2,1,bad_repair,s1
s1,10589,3249,4.84465010860327,28.095193124941,28,28,red,2,1,4,3,bad_repair,s1
s1,17357,4646,3.26093218874229,23.1088321714582,28,28,red,2,11,18,18,bad_repair,s1
s1,11383,3340,7.45849073179303,26.4517262584556,24,24,red,1,2,2,1,bad_repair,s1
s1,33092,6201,4.03722954188323,31.4517103831742,28,28,red,2,1,4,3,bad_repair,s1
s1,52912,8866,6.26322951315392,21.1766706985183,15,15,red,9,9,14,14,bad_repair,s1
s1,17724,4692,3.09749492213947,28.1708417964342,28,28,red,2,1,6,6,bad_repair,s1
s1,47955,7099,4.39370242936086,34.3822333437598,28,28,red,2,1,4,3,bad_repair,s1
s1,12636,3817,10.2247546691991,21.7553023108579,24,24,red,1,2,2,1,bad_repair,s1
s1,19090,4949,3.94447354635935,24.7564169722368,28,28,red,2,1,6,6,bad_repair,s1
s1,99039,9945,6.32074233382809,30.3658154868284,24,24,red,0,0,5,0,bad_repair,s1
s1,25715,5950,3.80711646898697,26.1520513319074,28,28,red,2,1,6,6,bad_repair,s1
s1,18221,4564,3.47401350090555,27.7536907963339,28,28,red,2,1,6,6,bad_repair,s1
s1,11770,3657,14.2735768903993,24.0951571792693,24,24,red,1,2,2,1,bad_repair,s1
s1,9006,2951,3.51987563846325,30.1909837885854,24,24,red,0,0,0,0,bad_repair,s1
s1,59302,8314,4.68955515834205,29.4678088428721,24,24,red,0,0,5,0,bad_repair,s1
s1,18489,4683,7.50716642327871,30.3585915950024,24,24,red,0,0,0,4,bad_repair,s1
s1,51756,7872,6.17512945358992,29.5018935002705,24,24,red,0,0,5,0,bad_repair,s1
s1,15302,4083,5.20193438766174,30.8195007188603,24,24,red,0,0,5,0,bad_repair,s1
s1,15937,4009,8.0002509882663,23.3670075923951,23,23,red,1,8,8,9,bad_repair,s1
