orig.ident,nCount_RNA,nFeature_RNA,percent.mt,percent.rb,RNA_snn_res.0.5,seurat_clusters,RedGreen,RNA_snn_res.0.2,RNA_snn_res.0.3,RNA_snn_res.1,RNA_snn_res.0.8,repairment,specimen
s3,7962,1931,22.1677970359206,33.6222054760111,11,11,red,0,0,0,4,bad_repair,s3
s3,6942,2340,3.99020455200231,24.488619994238,16,16,red,0,0,5,0,bad_repair,s3
s3,45862,6801,6.20121233265012,25.3281583882081,15,15,red,9,9,14,14,bad_repair,s3
s3,8419,2345,4.16914122817437,38.3062121392089,16,16,red,0,15,26,24,bad_repair,s3
s3,23444,4476,4.30813854291077,28.032758914861,15,15,red,9,9,14,14,bad_repair,s3
s3,12214,3159,3.95447846733257,29.9983625347961,16,16,red,0,14,24,21,bad_repair,s3
s3,9056,3693,16.8507067137809,6.43772084805654,18,18,red,6,6,11,8,bad_repair,s3
s3,14602,3707,4.75277359265854,19.4014518559102,6,6,red,1,8,8,9,bad_repair,s3
s3,11525,2899,7.94793926247289,22.1952277657267,16,16,red,0,14,24,21,bad_repair,s3
s3,12541,2878,3.79555059405151,28.7377402121043,16,16,red,0,14,24,21,bad_repair,s3
s3,9011,2779,5.53767617356564,23.9928975696371,16,16,red,0,14,0,21,bad_repair,s3
s3,15408,3663,7.53504672897196,17.6596573208723,6,6,red,1,8,8,9,bad_repair,s3
s3,33840,5218,3.27127659574468,30.7505910165485,16,16,red,0,14,24,21,bad_repair,s3
s3,41478,7115,5.69217416461739,12.0521722358841,18,18,red,6,6,17,15,bad_repair,s3
s3,8950,2317,4.81564245810056,40.4469273743017,16,16,red,0,15,26,24,bad_repair,s3
s3,11483,2795,4.4500566054167,38.1868849603762,16,16,red,0,15,26,24,bad_repair,s3
s3,8514,2415,3.0420483908856,33.9793281653747,12,12,red,2,1,4,3,bad_repair,s3
s3,8255,2184,4.4457904300424,40.4239854633555,16,16,red,0,15,26,24,bad_repair,s3
s3,8820,2765,7.04081632653061,26.7573696145125,16,16,red,0,0,0,4,bad_repair,s3
s3,12639,3002,3.97974523300894,31.9487301210539,16,16,red,0,14,24,21,bad_repair,s3
s3,12699,3188,8.82746672966375,28.3093156941492,6,6,red,1,8,8,9,bad_repair,s3
s3,12530,3164,2.98483639265762,27.1109337589785,16,16,red,0,14,24,21,bad_repair,s3
s3,64845,6950,7.13085048962912,39.2474361940011,16,16,red,0,15,26,24,bad_repair,s3
s3,18659,3624,7.17616163781553,38.6301516694357,16,16,red,0,15,26,24,bad_repair,s3
s3,21285,4114,3.3779657035471,29.1660793986375,16,16,red,0,14,24,21,bad_repair,s3
s3,8056,3145,9.2850049652433,8.20506454816286,18,18,red,6,6,11,8,bad_repair,s3
s3,7941,2167,2.72006044578768,33.9881626999119,12,12,red,2,1,4,3,bad_repair,s3
s3,9184,2518,2.4390243902439,31.7726480836237,12,12,red,2,1,4,3,bad_repair,s3
s3,7314,2435,4.01968826907301,18.0202351654362,19,19,red,3,3,1,2,bad_repair,s3
s3,7112,1833,12.6687289088864,36.0658042744657,11,11,red,0,0,13,13,bad_repair,s3
s3,8693,2390,6.34993673070286,30.1621994708386,12,12,red,2,1,4,3,bad_repair,s3
s3,11481,3206,3.28368609006184,16.8103823708736,19,19,red,3,3,1,2,bad_repair,s3
s3,7268,1991,4.95321959273528,32.6637314254265,12,12,red,2,1,4,3,bad_repair,s3
s3,9759,3055,7.76718926119479,25.2075007685214,17,17,red,8,10,15,16,bad_repair,s3
s3,12560,3642,4.73726114649682,24.1082802547771,12,12,red,2,11,18,18,bad_repair,s3
s3,10667,3550,6.73103965501078,16.8463485516078,16,16,red,0,14,24,21,bad_repair,s3
s3,18502,3675,6.33985515079451,37.8013187763485,12,12,red,2,1,4,3,bad_repair,s3
s3,25258,4828,4.48174835695621,35.8381502890173,12,12,red,2,1,6,6,bad_repair,s3
s3,18845,4066,6.21384982754046,33.8020695144601,16,16,red,0,15,26,24,bad_repair,s3
s3,19407,1535,1.54068119750605,10.9548101200598,22,22,red,4,4,3,5,bad_repair,s3
s3,14151,3466,9.38449579535015,33.9622641509434,16,16,red,0,15,26,24,bad_repair,s3
s3,17609,3074,4.10585496053155,42.6259299221989,12,12,red,2,1,4,3,bad_repair,s3
s3,15901,3902,8.42085403433746,33.8154833029369,16,16,red,0,15,26,24,bad_repair,s3
s3,15097,1552,1.03994171027356,8.0612042127575,22,22,red,4,4,3,5,bad_repair,s3
s3,14441,3579,6.94550238903123,16.9586593726196,6,6,red,1,8,8,9,bad_repair,s3
s3,6869,1952,8.73489590915708,39.627311107876,11,11,red,0,15,26,24,bad_repair,s3
s3,8165,2484,5.16840171463564,17.0238824249847,20,20,red,7,7,16,17,bad_repair,s3
s3,99269,7908,3.85518137585752,29.1440429539937,16,16,red,0,14,24,21,bad_repair,s3
s3,8414,2523,6.4891846921797,32.4934632754932,16,16,red,0,15,26,24,bad_repair,s3
s3,9825,2588,4.18320610687023,31.5623409669211,16,16,red,0,14,24,21,bad_repair,s3
s3,15238,3903,4.24596403727523,24.3667147919675,12,12,red,2,1,6,6,bad_repair,s3
s3,22545,4182,5.16744289199379,36.7975160789532,12,12,red,2,1,4,3,bad_repair,s3
s3,9550,2674,9.47643979057592,24,6,6,red,1,8,8,9,bad_repair,s3
s3,71392,7280,7.30614074406096,43.2261317794711,16,16,red,0,15,26,24,bad_repair,s3
s3,112996,7756,5.21611384473787,32.6825728344366,6,6,red,1,2,8,9,bad_repair,s3
s3,19957,4069,10.242020343739,31.7181941173523,15,15,red,9,9,14,14,bad_repair,s3
s3,15435,3876,13.1713637836087,19.3197278911565,16,16,red,0,14,24,21,bad_repair,s3
s3,14586,3346,3.33196215549157,30.2893185246126,16,16,red,0,14,24,21,bad_repair,s3
s3,10306,3779,19.4740927614982,6.14205317290899,18,18,red,6,6,11,8,bad_repair,s3
s3,11090,2204,6.03246167718666,17.0604147880974,6,6,red,1,8,8,9,bad_repair,s3
s3,8611,3285,9.58076878411334,9.81302984554639,18,18,red,6,6,11,8,bad_repair,s3
s3,23969,4251,3.9008719596145,29.1835287246026,16,16,red,0,14,24,21,bad_repair,s3
s3,7983,2602,7.64123762996367,24.3768007014907,6,6,red,1,2,2,1,bad_repair,s3
s3,9017,3105,7.48586004214262,11.245425307752,18,18,red,6,6,11,8,bad_repair,s3
s3,8269,3081,9.60212843149111,12.4198814850647,18,18,red,6,6,11,8,bad_repair,s3
s3,6745,2019,13.5656041512231,30.229799851742,6,6,red,1,15,26,24,bad_repair,s3
s3,23357,4545,3.59207089951621,33.5873613905895,16,16,red,0,0,5,0,bad_repair,s3
s3,9139,2732,5.1975051975052,18.3280446438341,19,19,red,3,3,1,2,bad_repair,s3
s3,20832,4129,4.82910906298003,27.0161290322581,16,16,red,0,14,24,21,bad_repair,s3
s3,9043,1814,4.10262081167754,38.5491540418003,17,17,red,8,10,15,16,bad_repair,s3
s3,9925,2356,6.09571788413098,41.0277078085642,16,16,red,0,15,26,24,bad_repair,s3
s3,11570,3206,4.55488331892826,17.9602420051858,19,19,red,3,3,1,2,bad_repair,s3
s3,7800,2572,3.7948717948718,16.9615384615385,19,19,red,3,3,1,2,bad_repair,s3
s3,9997,2867,4.54136240872262,15.1245373612084,19,19,red,3,3,1,2,bad_repair,s3
s3,8801,2505,2.93148505851608,28.0422679240995,16,16,red,0,14,24,21,bad_repair,s3
s3,27139,6191,10.6820442905044,15.0410847857327,18,18,red,6,6,11,8,bad_repair,s3
s3,12794,3025,5.86993903392215,29.8890104736595,16,16,red,0,0,0,0,bad_repair,s3
s3,16333,3502,8.03893957019531,33.6925243372314,16,16,red,0,0,0,4,bad_repair,s3
s3,62540,6856,10.1135273425008,27.0626798848737,23,23,red,11,16,22,23,bad_repair,s3
s3,9661,2919,3.09491771038195,18.8179277507504,19,19,red,3,3,1,2,bad_repair,s3
s3,9105,2443,7.33662822624931,36.2328390993959,16,16,red,0,15,26,24,bad_repair,s3
s3,36713,5093,4.1946994252717,32.0376978182115,12,12,red,2,1,4,3,bad_repair,s3
s3,10033,3115,10.0169440845211,21.9077045749028,16,16,red,1,9,14,14,bad_repair,s3
s3,8985,2447,3.06065664997218,39.4212576516416,16,16,red,0,15,26,24,bad_repair,s3
s3,7421,2284,5.13407896509904,33.5803800026951,12,12,red,2,11,18,18,bad_repair,s3
s3,25498,4707,4.19248568515178,29.919993724998,12,12,red,2,1,6,3,bad_repair,s3
s3,8023,2558,4.11317462295899,18.8458182724667,19,19,red,3,3,1,2,bad_repair,s3
s3,10384,3211,9.72650231124807,20.5508474576271,15,15,red,9,9,14,14,bad_repair,s3
s3,21950,4127,3.7129840546697,36.4009111617312,12,12,red,2,1,4,3,bad_repair,s3
s3,15615,3300,3.59910342619276,26.8844060198527,16,16,red,0,14,24,21,bad_repair,s3
s3,7665,2485,4.13568166992825,17.7560339204175,19,19,red,3,3,1,2,bad_repair,s3
s3,24487,4498,8.5473924939764,17.9237963000776,14,14,red,1,8,8,9,bad_repair,s3
s3,19313,3842,2.53197328224512,27.8309946668047,16,16,red,0,14,24,21,bad_repair,s3
s3,24139,4189,3.84440117651933,31.0286258751398,16,16,red,0,14,24,21,bad_repair,s3
s3,7076,2162,4.94629734313171,31.9813453928773,16,16,red,0,15,26,24,bad_repair,s3
s3,45270,6377,3.72432074221339,27.6165230837199,16,16,red,0,14,24,21,bad_repair,s3
s3,7921,2343,4.75950006312334,32.6726423431385,16,16,red,0,14,24,21,bad_repair,s3
s3,11221,3991,15.3016665181356,8.04741110417966,18,18,red,6,6,11,8,bad_repair,s3
s3,12250,3308,14.0897959183674,17.6244897959184,6,6,red,1,2,8,1,bad_repair,s3
s3,19135,3811,9.25006532532009,22.7175333159133,15,15,red,9,9,14,14,bad_repair,s3
s3,54682,6669,10.096558282433,42.8971142240591,15,15,red,9,9,14,14,bad_repair,s3
s3,28156,4913,8.68731353885495,38.6311976132973,16,16,red,0,15,26,24,bad_repair,s3
s3,15621,3752,5.79988477050125,25.1072274502273,16,16,red,0,14,13,21,bad_repair,s3
s3,7638,2225,4.66090599633412,37.758575543336,16,16,red,0,15,26,24,bad_repair,s3
s3,10980,2840,2.58652094717669,23.4972677595628,16,16,red,0,14,24,21,bad_repair,s3
s3,8162,2365,4.26366086743445,29.6863513844646,16,16,red,0,0,0,0,bad_repair,s3
s3,7233,2331,2.70980229503664,23.3651320337343,19,19,red,3,3,1,2,bad_repair,s3
s3,14085,3474,4.8136315228967,31.5796947106851,16,16,red,0,15,26,24,bad_repair,s3
s3,10063,2763,2.76259564742125,29.8419954287986,16,16,red,0,0,0,0,bad_repair,s3
s3,37672,5785,3.87821193459333,34.0836695689106,16,16,red,0,15,5,24,bad_repair,s3
s3,10471,2731,5.38630503294814,31.2673097125394,12,12,red,2,1,4,3,bad_repair,s3
s3,7467,2104,3.61591000401768,41.1410204901567,16,16,red,0,15,26,24,bad_repair,s3
s3,14053,3158,4.49014445314168,33.729452785882,6,6,red,1,2,2,1,bad_repair,s3
s3,49901,6112,3.9478166770205,31.2759263341416,16,16,red,1,2,2,1,bad_repair,s3
s3,14293,3144,10.1518225704891,33.6458406212832,12,12,red,2,1,4,3,bad_repair,s3
s3,19871,4234,3.64350057873283,24.9559659805747,16,16,red,0,14,24,21,bad_repair,s3
s3,39777,5971,5.1964703220454,30.9349624154662,6,6,red,2,1,27,22,bad_repair,s3
s3,9912,2843,3.58151735270379,19.4410815173527,19,19,red,3,3,1,2,bad_repair,s3
s3,22589,5682,16.9949975651866,7.42396741776971,18,18,red,6,6,11,8,bad_repair,s3
s3,8048,2455,11.8414512922465,21.3717693836978,6,6,red,1,8,8,9,bad_repair,s3
s3,6786,2128,6.80813439434129,32.5670498084291,25,25,red,3,13,25,20,bad_repair,s3
s3,10259,2443,4.24017935471294,39.6042499268935,12,12,red,2,1,4,3,bad_repair,s3
s3,10038,2427,10.988244670253,34.1103805538952,12,12,red,2,1,4,3,bad_repair,s3
s3,8221,2241,2.73689332198029,33.2806227952804,16,16,red,0,0,24,21,bad_repair,s3
s3,8187,2394,3.13912299987786,30.6950042750702,12,12,red,2,1,4,3,bad_repair,s3
s3,6975,2723,9.44802867383513,12.6881720430108,18,18,red,6,6,11,8,bad_repair,s3
s3,12512,3180,3.0690537084399,21.4593989769821,16,16,red,0,14,24,21,bad_repair,s3
s3,10881,2604,15.0537634408602,16.6161198419263,6,6,red,1,8,8,9,bad_repair,s3
s3,10146,2888,3.47920362704514,29.7752808988764,16,16,red,0,15,5,24,bad_repair,s3
s3,20800,4316,6.35096153846154,34.8076923076923,16,16,red,0,15,26,24,bad_repair,s3
s3,17940,3451,5.23411371237458,30.7859531772575,16,16,red,0,14,24,21,bad_repair,s3
s3,55509,6199,9.62546614062584,34.8556090003423,23,23,red,11,16,22,23,bad_repair,s3
s3,22488,4376,7.67075773745998,33.182141586624,6,6,red,1,2,2,1,bad_repair,s3
s3,34096,5045,2.81557954012201,32.3645002346316,12,12,red,2,1,4,3,bad_repair,s3
s3,17615,3727,7.36304286119784,40.7323304002271,16,16,red,0,15,26,24,bad_repair,s3
s3,23107,4104,5.36633920457004,38.8799930756914,12,12,red,2,1,6,6,bad_repair,s3
s3,23206,4512,7.19641472033095,35.2322675170215,16,16,red,0,0,0,4,bad_repair,s3
s3,10612,3405,2.76102525442895,22.2955145118734,12,12,red,2,11,18,18,bad_repair,s3
s3,15988,3478,3.14610958218664,28.89041781336,16,16,red,0,14,24,21,bad_repair,s3
s3,34130,4970,3.80017579841781,29.2323469088778,16,16,red,0,14,24,21,bad_repair,s3
s3,10465,2622,2.0831342570473,34.4003822264692,12,12,red,2,1,4,3,bad_repair,s3
s3,24474,4593,4.96853804036937,25.1613957669363,16,16,red,0,14,24,21,bad_repair,s3
s3,29005,5198,9.4363040855025,30.2878813997587,16,16,red,1,2,2,1,bad_repair,s3
s3,22482,4539,6.27168401387777,35.0769504492483,16,16,red,3,13,25,20,bad_repair,s3
s3,8056,2050,9.50844091360477,38.7288977159881,11,11,red,0,0,26,13,bad_repair,s3
s3,9267,2991,10.9420524441567,13.1002481925111,19,19,red,3,3,1,2,bad_repair,s3
s3,11756,2930,8.54882613133719,33.7870023817625,16,16,red,0,15,26,24,bad_repair,s3
s3,12088,3380,13.4679020516214,27.7299801455989,16,16,red,0,15,26,24,bad_repair,s3
s3,7557,2329,5.61069207357417,23.6601826121477,20,20,red,7,7,9,7,bad_repair,s3
s3,14205,3218,3.66068285814854,34.1569869764168,16,16,red,1,2,0,0,bad_repair,s3
s3,6797,2469,4.94335736354274,15.183169045167,19,19,red,3,3,1,2,bad_repair,s3
s3,7631,2557,5.37282138645001,19.3945747608439,20,20,red,7,7,9,7,bad_repair,s3
s3,31546,4971,5.71863310720852,39.5644455715463,16,16,red,0,15,26,24,bad_repair,s3
s3,11667,1741,2.69135167566641,17.3480757692637,22,22,red,4,4,12,12,bad_repair,s3
s3,78800,7381,5.51142131979696,33.5380710659899,16,16,red,1,2,8,1,bad_repair,s3
s3,11497,2884,3.48786639993042,29.9817343654867,16,16,red,0,0,0,0,bad_repair,s3
s3,10384,2624,7.53081664098613,22.0627889060092,6,6,red,1,8,8,9,bad_repair,s3
s3,33012,5075,9.12698412698413,37.9892160426512,16,16,red,0,15,26,24,bad_repair,s3
s3,10084,2608,3.87742959143197,37.9908766362555,11,11,red,0,15,26,24,bad_repair,s3
s3,13437,2670,4.74064151224232,40.693607203989,12,12,red,2,1,4,3,bad_repair,s3
s3,12651,2996,3.22504149869576,25.879377124338,16,16,red,0,14,24,21,bad_repair,s3
s3,8749,2370,11.407017944908,29.9234198194079,15,15,red,9,9,14,14,bad_repair,s3
s3,10382,2824,2.94740897707571,27.8848006164516,16,16,red,0,14,24,21,bad_repair,s3
s3,11860,2750,4.74704890387858,16.5514333895447,14,14,red,1,8,8,9,bad_repair,s3
s3,13612,3774,11.1960035263003,18.4469585659712,15,15,red,9,9,14,14,bad_repair,s3
s3,40562,5357,4.06784675311868,32.0472363295696,6,6,red,1,2,2,1,bad_repair,s3
s3,8684,3158,8.69415016121603,12.4942422846614,18,18,red,6,6,11,8,bad_repair,s3
s3,8012,2664,4.31852221667499,13.9790314528208,19,19,red,3,3,1,2,bad_repair,s3
s3,27310,4646,3.91065543756866,35.865983156353,16,16,red,0,0,5,0,bad_repair,s3
s3,17789,4208,7.30226544493788,21.5751306987464,12,12,red,2,1,6,6,bad_repair,s3
s3,40133,5816,3.69521341539382,29.1331323349862,16,16,red,0,14,24,21,bad_repair,s3
s3,6733,1941,9.92128323184316,33.4917570176741,11,11,red,0,0,0,4,bad_repair,s3
s3,9091,2360,11.329886701133,34.1656583434166,11,11,red,0,0,13,13,bad_repair,s3
s3,6676,1790,11.0395446375075,39.185140802876,11,11,red,0,0,26,4,bad_repair,s3
s3,14376,3466,3.47106288258208,26.1129660545353,16,16,red,0,0,24,0,bad_repair,s3
s3,34887,5914,3.88396824031874,26.2046034339439,12,12,red,2,1,27,22,bad_repair,s3
s3,14642,3542,6.38573965305286,27.3323316486819,12,12,red,2,1,4,3,bad_repair,s3
s3,34148,5413,6.25512475108352,38.9832493850299,16,16,red,0,15,26,24,bad_repair,s3
s3,22898,4786,5.75596121932047,21.8883745305267,6,6,red,1,2,2,1,bad_repair,s3
s3,12639,2957,9.66848643088852,25.5320832344331,15,15,red,9,9,14,14,bad_repair,s3
s3,10443,2506,6.45408407545724,28.5262855501293,16,16,red,0,14,24,21,bad_repair,s3
s3,10665,2751,6.98546647913737,39.0904828879513,16,16,red,0,15,26,24,bad_repair,s3
s3,25380,4232,5.65405831363278,27.0015760441292,6,6,red,1,8,8,9,bad_repair,s3
s3,29062,5266,4.67620948317391,22.331566994701,6,6,red,2,8,27,22,bad_repair,s3
s3,10643,3026,4.0308183782768,17.2225876162736,19,19,red,3,3,1,2,bad_repair,s3
s3,10633,2855,3.71484999529766,17.2293802313552,19,19,red,3,3,1,2,bad_repair,s3
s3,25117,4614,2.77103157224191,27.758092128837,16,16,red,0,14,24,21,bad_repair,s3
s3,8199,2765,10.0987925356751,20.417124039517,15,15,red,9,9,14,14,bad_repair,s3
s3,34278,5263,7.01616196977653,34.4798412976253,16,16,red,1,8,8,9,bad_repair,s3
s3,8188,2557,5.30043966780655,21.0429897410845,19,19,red,3,3,1,2,bad_repair,s3
s3,7654,2093,6.97674418604651,39.4695584008362,16,16,red,0,15,26,24,bad_repair,s3
s3,30429,4792,2.92812777284827,28.0291826875678,16,16,red,0,14,24,21,bad_repair,s3
s3,31623,5313,3.78205736331151,29.1781298422035,16,16,red,0,0,5,0,bad_repair,s3
s3,9988,2457,2.84341209451342,32.5690828994794,12,12,red,2,1,4,3,bad_repair,s3
s3,19731,3932,4.43971415539,26.2987177537885,16,16,red,0,14,24,21,bad_repair,s3
s3,7521,1841,3.03151176705225,26.3661747108097,17,17,red,8,10,15,16,bad_repair,s3
s3,26492,4277,3.97478484070663,27.7215763249283,16,16,red,0,14,24,21,bad_repair,s3
s3,20967,4267,3.27657747889541,28.3350026231697,16,16,red,0,14,24,21,bad_repair,s3
s3,7542,2220,5.74118271015646,32.2063113232564,16,16,red,0,14,24,21,bad_repair,s3
s3,7389,1924,5.90066314792259,33.874678576262,12,12,red,2,1,4,3,bad_repair,s3
s3,12103,3038,4.28819300999752,28.8193009997521,12,12,red,2,1,4,3,bad_repair,s3
s3,6726,2208,6.11061552185549,28.8878977103776,11,11,red,0,0,0,4,bad_repair,s3
s3,11114,3720,5.85747705596545,11.9488932877452,18,18,red,6,6,11,8,bad_repair,s3
s3,21167,4504,10.209288042708,25.1003921198091,6,6,red,1,2,2,1,bad_repair,s3
s3,9723,2761,7.4154067674586,21.1354520209812,16,16,red,0,14,24,21,bad_repair,s3
s3,9086,2630,11.8864186660797,19.8106977767995,16,16,red,0,14,24,21,bad_repair,s3
s3,7514,2218,12.4700558956614,17.1014107000266,6,6,red,1,8,8,9,bad_repair,s3
s3,10790,2812,8.30398517145505,23.9573679332716,6,6,red,1,15,26,24,bad_repair,s3
s3,15327,2781,4.93899654204998,17.4593853983167,2,2,red,4,4,33,28,bad_repair,s3
s3,6829,2360,12.4469175574755,19.1682530385122,6,6,red,1,8,8,9,bad_repair,s3
s3,21424,4342,6.93614637789395,36.7438386855863,16,16,red,0,15,26,24,bad_repair,s3
s3,17452,3940,3.46092138436855,25.011460004584,16,16,red,0,14,24,21,bad_repair,s3
s3,7876,2599,3.37734890807517,14.8552564753682,19,19,red,3,3,1,2,bad_repair,s3
s3,16004,3143,11.0034991252187,36.2096975756061,6,6,red,1,2,2,1,bad_repair,s3
s3,56516,6743,4.5173048340293,34.5282751787105,15,15,red,1,9,14,14,bad_repair,s3
s3,18503,3698,4.7397719288764,31.3300545857429,16,16,red,0,14,24,21,bad_repair,s3
s3,24000,4532,8.32083333333333,33.5833333333333,16,16,red,0,0,5,0,bad_repair,s3
s3,10078,2433,8.15638023417345,38.8767612621552,11,11,red,0,15,26,24,bad_repair,s3
s3,19624,5258,8.8055442315532,11.6184264166327,18,18,red,6,6,11,8,bad_repair,s3
s3,23795,4348,7.64446312250473,38.6845976045388,16,16,red,0,15,26,24,bad_repair,s3
s3,13590,3259,17.2700515084621,17.4613686534216,12,12,red,2,1,4,3,bad_repair,s3
s3,10747,2890,2.96827021494371,26.928445147483,16,16,red,0,14,24,21,bad_repair,s3
s3,7401,2251,3.76976084312931,34.4683150925551,16,16,red,0,0,0,0,bad_repair,s3
s3,9589,2491,5.09959328397122,36.2394410261758,16,16,red,0,15,26,24,bad_repair,s3
s3,11243,2628,4.11811794005159,29.8674730943698,16,16,red,0,14,24,21,bad_repair,s3
s3,13615,3083,6.54425266250459,35.6665442526625,12,12,red,2,1,4,3,bad_repair,s3
s3,15206,3855,3.15007233986584,19.7948178350651,12,12,red,2,11,18,18,bad_repair,s3
s3,6746,2228,5.44026089534539,20.3972724577527,20,20,red,7,7,9,7,bad_repair,s3
s3,9953,2642,7.95739977896112,31.568371345323,16,16,red,1,2,2,1,bad_repair,s3
s3,29297,5199,9.13062770932177,37.7308256818104,6,6,red,1,15,26,24,bad_repair,s3
s3,70044,7119,8.36902518416995,32.2882759408372,16,16,red,1,9,24,14,bad_repair,s3
s3,13951,3197,3.38327001648627,15.4827610923948,6,6,red,1,8,8,9,bad_repair,s3
s3,8824,2183,13.6786038077969,41.2737987307344,11,11,red,0,0,13,13,bad_repair,s3
s3,8014,2172,4.85400549039181,36.2116296481158,12,12,red,2,1,4,3,bad_repair,s3
s3,41699,6094,5.4006091273172,28.3651886136358,6,6,red,1,8,8,9,bad_repair,s3
s3,9551,2502,12.0929745576379,37.3887551041776,16,16,red,0,15,26,24,bad_repair,s3
s3,47149,6310,5.82833145984008,25.8775371693991,6,6,red,1,2,8,9,bad_repair,s3
s3,14562,3313,3.50226617222909,28.2310122235957,16,16,red,0,14,24,21,bad_repair,s3
s3,19178,4093,11.8573365314423,28.2250495359266,15,15,red,9,9,14,14,bad_repair,s3
s3,11800,3106,4.93220338983051,35.1440677966102,16,16,red,0,15,26,24,bad_repair,s3
s3,6940,2097,9.06340057636888,38.9481268011527,11,11,red,0,15,26,24,bad_repair,s3
s3,34353,4789,4.52944429889675,31.0162140133322,15,15,red,9,9,14,14,bad_repair,s3
s3,9403,2651,3.70094650643412,37.4774008295225,16,16,red,0,15,26,24,bad_repair,s3
s3,7387,2194,9.90930012183566,31.8803303100041,6,6,red,1,15,26,24,bad_repair,s3
s3,20338,3986,3.51066968236798,26.4332776084177,16,16,red,0,14,24,21,bad_repair,s3
s3,9800,2564,12.030612244898,34.0714285714286,6,6,red,0,15,26,24,bad_repair,s3
s3,7831,1659,9.42408376963351,10.7010598901801,14,14,red,1,8,8,9,bad_repair,s3
s3,6857,2400,6.86889310193963,16.9899372903602,12,12,red,2,1,6,6,bad_repair,s3
s3,7272,2452,5.01925192519252,30.2942794279428,16,16,red,0,15,26,24,bad_repair,s3
s3,9734,2468,2.8970618450791,32.4224368193959,12,12,red,2,1,4,3,bad_repair,s3
s3,32653,4549,4.81732153247787,47.6556518543472,12,12,red,2,1,4,3,bad_repair,s3
s3,15143,3488,4.92636861916397,26.9431420458298,12,12,red,2,1,6,6,bad_repair,s3
s3,31287,5250,11.4871991561991,24.5085818391025,15,15,red,9,9,14,14,bad_repair,s3
s3,16048,3644,4.39930209371884,33.6739780658026,16,16,red,0,15,26,24,bad_repair,s3
s3,6795,2346,6.32818248712288,11.0228108903606,19,19,red,3,3,1,2,bad_repair,s3
s3,44906,6609,12.3814189640583,36.5496815570302,6,6,red,1,15,26,24,bad_repair,s3
s3,35915,5359,2.5309759153557,30.0487261589865,12,12,red,2,1,4,3,bad_repair,s3
s3,7118,2228,21.1857263276201,15.1166057881427,6,6,red,1,6,8,15,bad_repair,s3
s3,18506,4782,9.70496055333405,8.71068842537556,18,18,red,6,6,17,15,bad_repair,s3
s3,10057,2714,3.90772596201651,24.5500646315999,16,16,red,0,14,24,21,bad_repair,s3
s3,16096,3340,6.15059642147117,39.6806660039761,6,6,red,1,15,26,24,bad_repair,s3
s3,20507,3992,10.3428097722729,35.7829033988394,23,23,red,11,16,22,23,bad_repair,s3
s3,8084,2733,5.73973280554181,22.637308263236,12,12,red,2,1,6,6,bad_repair,s3
s3,10936,2851,5.02926115581566,30.8156547183614,12,12,red,12,1,34,6,bad_repair,s3
s3,6909,2203,11.4777826024027,21.5371254884933,19,19,red,3,3,1,2,bad_repair,s3
s3,10885,2773,9.47175011483693,19.9632521819017,16,16,red,0,14,24,21,bad_repair,s3
s3,18080,4518,5.14380530973451,12.8097345132743,19,19,red,3,3,1,2,bad_repair,s3
s3,7481,2888,15.225237267745,15.078198101858,16,16,red,0,0,26,4,bad_repair,s3
s3,9302,2956,3.30036551279295,16.0503117609116,19,19,red,3,3,1,2,bad_repair,s3
s3,7827,2564,4.9699757250543,17.6951577871471,19,19,red,3,3,1,2,bad_repair,s3
s3,10536,2850,4.05277145026576,30.960516324981,16,16,red,0,14,24,21,bad_repair,s3
s3,11414,2702,6.15910285614158,38.5929560189241,16,16,red,0,15,26,24,bad_repair,s3
s3,30012,4907,4.00839664134346,29.2649606823937,12,12,red,2,1,4,3,bad_repair,s3
s3,10316,2659,10.3043815432338,35.6533540131834,16,16,red,0,0,26,4,bad_repair,s3
s3,12351,3188,17.7070682535827,24.7672253258845,16,16,red,0,0,26,0,bad_repair,s3
s3,24246,4128,3.1757815722181,27.9757485770849,16,16,red,0,14,24,21,bad_repair,s3
s3,7743,2163,4.21025442335012,27.2116750613457,16,16,red,0,0,24,0,bad_repair,s3
s3,8812,2328,10.0431230140717,33.2160689968225,16,16,red,0,15,26,24,bad_repair,s3
s3,13033,3050,3.437428067214,26.8242154530806,16,16,red,0,14,24,21,bad_repair,s3
s3,18070,3951,3.00498063087991,30.9905921416713,12,12,red,2,1,4,3,bad_repair,s3
s3,7256,1986,3.69349503858875,15.0633958103638,27,27,red,8,17,28,25,bad_repair,s3
s3,12507,2935,16.4547853202207,32.5897497401455,11,11,red,0,15,26,24,bad_repair,s3
s3,10337,2650,4.9240592047983,38.9474702524911,16,16,red,0,15,26,24,bad_repair,s3
s3,45219,6134,6.23189367301356,40.9407549923705,16,16,red,0,15,26,24,bad_repair,s3
s3,7023,2456,8.28705681332764,19.3079880392994,16,16,red,1,9,24,14,bad_repair,s3
s3,8503,2673,4.26908150064683,28.0724450194049,16,16,red,0,15,26,24,bad_repair,s3
s3,7433,2288,4.21095116372932,33.5127135745998,16,16,red,0,15,26,24,bad_repair,s3
s3,6733,1936,4.12891727313233,40.175256200802,11,11,red,0,15,13,24,bad_repair,s3
s3,12066,3275,10.6083209017073,21.8796618597713,6,6,red,1,15,26,24,bad_repair,s3
s3,6958,2046,4.31158378844496,36.8209255533199,16,16,red,0,15,26,24,bad_repair,s3
